;title_aline;day_youtube_aline
2557; The Weeknd - Earned It (from Fifty Shades Of Grey) (Official Lyric Video);2021-03-29
2558; Travis Scott - SICKO MODE ft. Drake;2021-03-29
2559; The Weeknd - Heartless (Official Video);2021-03-29
2560; Rodrigo Alarcon - Apesar de Querer | Sofar Goiânia;2021-03-29
2561; Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video);2021-03-29
2562; The Weeknd - Often (NSFW) (Official Video);2021-03-29
2563; The Weeknd - Call Out My Name (Official Video);2021-03-29
2564; Childish Gambino - Redbone (Official Audio);2021-03-29
2565; The Weeknd - Save Your Tears (Official Music Video);2021-03-29
2566; REAGINDO A MINHA PRÓPRIA ENTREVISTA!;2021-03-29
2567; UM VÍDEO DE NATAL!;2021-03-29
2568; QUERIAM ROUBAR NOSSO CANAL! - Ep.1514;2021-03-29
2569; A CANADENSE NÃO ME ENTENDEU! - Ep.1516;2021-03-29
2570; A VEZ QUE A GENTE ENCONTROU AQUELE FAMOSO - NEM TE CONTO- Ep.1529;2021-03-29
2571; Pelo Interfone;2021-03-28
2572; Tim Bernardes - Ela;2021-03-28
2573; Fresno - Cada Poça dessa Rua Tem Um Pouco de Minhas Lágrimas (Ao Vivo);2021-03-28
2574; Pode Vir Comigo;2021-03-28
2575; Vagalumes Cegos;2021-03-28
2576; Vício - Phill Veras;2021-03-28
2577; Belchior - Tudo outra Vez;2021-03-28
2578; Rodrigo Alarcon - Apesar de Querer | Sofar Goiânia;2021-03-28
2579; Mulher - Phill Veras (Lyric Vídeo);2021-03-28
2580; Detonautas - Porque os Sinos Dobram (O Baú do Raul​ 2004​) [Vídeo Oficial];2021-03-28
2581; Rick Ferreira - Canceriano sem Lar (O Baú do Raul​ 2004​) [Vídeo Oficial];2021-03-28
2582; Pitty - Eu Sou Egoísta (O Baú do Raul​ 2004​) [Vídeo Oficial];2021-03-28
2583; Baia - Ouro de Tolo (O Baú do Raul​ 2004​) [Vídeo Oficial];2021-03-28
2584; Construção;2021-03-28
2585; Alucinacao;2021-03-28
2586; Fresno - Acordar (Ao Vivo);2021-03-28
2587; Fresno - Maior Que as Muralhas (Ao Vivo);2021-03-28
2588; Fresno - Quebre as Correntes (Ao Vivo);2021-03-28
2589; Liniker - Zero;2021-03-28
2590; Tim Bernardes - Não;2021-03-28
2591; Ensaio Sobre Ela;2021-03-28
2592; Fuga nº3 da Rua Nestor - Cícero;2021-03-28
2593; Sujeito de Sorte - Belchior [lofi remix];2021-03-28
2594; arctic monkeys - only ones who know // legendado;2021-03-28
2595; COMO O MUNDO VÊ A MÚSICA BRASILEIRA? | Cortes do Flow;2021-03-28
2596; COISA DE NERD E COISA NOSSA NO GARTIC PHONE | Nilce, Leon, Lucas, Samira, Abelha, Defante e Canella;2021-03-28
2597; World of Warships - Na surdina;2021-03-27
2598; Far Cry: New Dawn - Bermuda Lifestyle;2021-03-27
2599; A Way Out - Invadindo o México;2021-03-27
2600; Dying Light - Olha o Gás!;2021-03-27
2601; Overwatch - A estratégia Jovem Nerd;2021-03-27
2602; Raft - Vamos precisar de uma balsa maior!;2021-03-27
2603; The Division 2 - O soldado inútil;2021-03-27
2604; Red Dead Redemption II - A vingança do bandido atrapalhado;2021-03-26
2605; A Way Out - Na mira do exterminador;2021-03-26
2606; Overcooked 2 - Disaster Chef;2021-03-26
2607; Minecraft - Especial de Natal;2021-03-26
2608; Deep Rock Galactic - Não existe anão sem barba!;2021-03-26
2609; Red Dead Redemption II – Se beber não jogue;2021-03-26
2610; Marvel's Spider-man - Selfie Aranha;2021-03-26
2611; Detroit: Become Human - Robôs não suam;2021-03-26
2612; A Way Out - Com ou sem você;2021-03-26
2613; Red Dead Redemption II - O Bode do Oeste;2021-03-26
2614; Red Dead Redemption 2 Online - Chumbo Quente;2021-03-26
2615; RENATO ALBANI - PODIHHCAST - EP #29;2021-03-26
2616; 4 AMIGOS - PODIHHCAST #56;2021-03-26
2617; Daft Punk ft. Julian Casablancas - Instant Crush (Official Video);2021-03-26
2618; Lana Del Rey - Brooklyn Baby (Official Audio);2021-03-26
2619; Lana Del Rey - High By The Beach;2021-03-26
2620; The Weeknd - Often (NSFW) (Official Video);2021-03-26
2621; Billie Eilish - bury a friend;2021-03-26
2622; Post Malone - Congratulations ft. Quavo;2021-03-26
2623; Bird Set Free;2021-03-26
2624; The Cinematic Orchestra - 'To Build A Home';2021-03-26
2625; Sia - The Greatest;2021-03-26
2626; Billie Eilish - No Time To Die (Audio);2021-03-26
2627; The Weeknd - Save Your Tears (Official Music Video);2021-03-26
2628; Passionfruit;2021-03-26
2629; Billie Eilish - Therefore I Am (Official Music Video);2021-03-26
2630; Mac Miller - Self Care (Official Music Video);2021-03-26
2631; The Weeknd - I Feel It Coming ft. Daft Punk (Official Video);2021-03-26
2632; Joji - SLOW DANCING IN THE DARK;2021-03-26
2633; Chandelier;2021-03-26
2634; Love On The Brain;2021-03-26
2635; Fun.: We Are Young ft. Janelle Monáe [OFFICIAL VIDEO];2021-03-26
2636; No Role Modelz;2021-03-26
2637; Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video);2021-03-26
2638; The Neighbourhood - Sweater Weather (Official Video);2021-03-26
2639; Die For You;2021-03-26
2640; Billie Eilish - everything i wanted;2021-03-26
2641; Travis Scott - goosebumps ft. Kendrick Lamar;2021-03-26
2642; The Weeknd - Call Out My Name (Official Video);2021-03-26
2643;;2021-03-26
2644; 5 SINAIS DE UM MAL RELACIONAMENTO? (foto do casal Carla Diaz e Arthur Picoli);2021-03-26
2645; Fernanda Torres no Altas Horas, Bruna Surfistinha na rua e mais | Que História É Essa, Porchat?;2021-03-26
2646; Histórias BIZARRAS com amigos: viagens, trilhas e outras loucuras | Que História É Essa, Porchat?;2021-03-26
2647; Coisas que NINGUÉM deveria fazer na infância | Que História É Essa, Porchat?;2021-03-26
2648; As melhores histórias de viagem a trabalho | Que História É Essa, Porchat?;2021-03-26
2649; Histórias BIZARRAS de viagens a dois: acidente, carona, fora e mais! | Que História É Essa, Porchat?;2021-03-26
2650; Manu Gavassi diz na lata que é Júnior, irmão da Sandy | Que História é essa, Porchat?;2021-03-26
2651; Soltos em Floripa Temporada 2 | Amazon Prime Video;2021-03-26
2652; Mais que 8 Minutos #045 (Nicole Bahls);2021-03-26
2653; TEM BICO DE PATO, TEM PENA DE PATO... HMM, SERÁ QUE É PATO? 🤔;2021-03-26
2654; CARLA DIAZ NÃO é TROUXA!! | BBB 21;2021-03-26
2655; A CONSTRUÇÃO tá CARA DEMAIS!;2021-03-26
2656; OSCAR MARONI - Inteligência Ltda. Podcast #100;2021-03-26
2657; World of Warships - O cadillac dos céus!;2021-03-26
2658; Resident Evil 7: Biohazard - Férias em São Lourenço (facecam);2021-03-26
2659; Mortal Kombat 11 - Revanche pela honra;2021-03-26
2660; Detroit: Become Human - A revolta;2021-03-26
2661; My Friend Pedro - Sendo Breathtaking;2021-03-26
2662; Cooking Simulator - Sujinho do Papai;2021-03-26
2663; Exanima - Rebordosa;2021-03-26
2664; Detroit: Become Human - Androides também amam;2021-03-25
2665; Resident Evil 7: Biohazard - Cuidado com a Nilce (facecam);2021-03-25
2666; Guns, Gore & Cannoli 2 - Pegue a arma e pegue o cannoli!;2021-03-25
2667; Skyrim – O FIM!;2021-03-25
2668; Monaco: What's Yours Is Mine - Ladrões internacionais;2021-03-25
2669; Roller Champions - HAJA CORAÇÃO!!;2021-03-25
2670; Detroit: Become Human - Uma dupla do barulho;2021-03-25
2671; everything i wanted;2021-03-25
2672; Black Pumas - Colors (Official Live Session);2021-03-25
2673; Chet Faker - Talk Is Cheap [Live At The Enmore];2021-03-25
2674; Billie Eilish - when the party's over (Audio);2021-03-25
2675; The Weeknd - Call Out My Name (Official Video);2021-03-25
2676; Billie Eilish, Khalid - lovely;2021-03-25
2677; Billie Eilish - Ocean Eyes (Official Music Video);2021-03-25
2678; Days Gone - Motoqueiro matador de zumbis;2021-03-25
2679; Sekiro: Shadows Die Twice - Coaching Tiger, Quantic Dragon;2021-03-25
2680; World of Warships - Mil e uma maneiras de morrer no mar;2021-03-25
2681; Mortal Kombat 11 - Vitória moral;2021-03-25
2682; Borderlands 3 - Tudo isso por um café!;2021-03-25
2683; Skyrim - Adultos trabalhando;2021-03-25
2684; Red Dead Redemption 2 Online - NOOBando;2021-03-25
2685; redbone x childish gambino;2021-03-25
2686; The Weeknd - Save Your Tears (Official Music Video);2021-03-25
2687; everything i wanted x billie eilish;2021-03-25
2688; Momentos Yakult;2021-03-25
2689; Khalid - Better (Official TikTok Performance);2021-03-25
2690; Die For You;2021-03-25
2691; Childish Gambino - Redbone (Official Audio);2021-03-25
2692; The Weeknd - Apple Music Festival: London 2015;2021-03-25
2693; Fifth Harmony - Worth It (Official Video) ft. Kid Ink;2021-03-25
2694; Blinding Lights;2021-03-25
2695; Izzy Bizu - White Tiger in the Live Lounge;2021-03-25
2696; The Weeknd - Heartless (Official Video);2021-03-25
2697; Chase Atlantic - Swim | Live @ JBTV;2021-03-25
2698; Dua Lipa covers Arctic Monkeys Do I Wanna Know? in the Live Lounge;2021-03-25
2699; Travis Scott - goosebumps ft. Kendrick Lamar;2021-03-25
2700; Trevor Daniel - Falling (Lyrics);2021-03-25
2701; The Weeknd - Earned It (from Fifty Shades Of Grey) (Official Lyric Video);2021-03-25
2702; Post Malone - Circles;2021-03-25
2703; The Neighbourhood - Sweater Weather (Official Video);2021-03-25
2704; The Weeknd - Often (NSFW) (Official Video);2021-03-25
2705; The Weeknd - I Feel It Coming ft. Daft Punk (Official Video);2021-03-25
2706; twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO];2021-03-25
2707; Passionfruit;2021-03-25
2708; The Weeknd - Lollapalooza 2018;2021-03-25
2709; The Division 2 - O soldado inútil;2021-03-25
2710; Red Dead Redemption II - A vingança do bandido atrapalhado;2021-03-25
2711; GAULES - Flow Podcast #288;2021-03-25
2712; FELIPE CASTANHARI – Flow Podcast #172;2021-03-25
2713; COMO FOI O PRIMEIRO BEIJO - Ep.1513 (PERGUNTAS & RESPOSTAS);2021-03-25
2714; A HORA DA VERGONHA CHEGA - EP. 1512;2021-03-25
2715; NÃO SEI MAIS DIRIGIR! - Ep. 1528;2021-03-25
2716; Xadrez Verbal Podcast #249 - Posse de Biden e Davos;2021-03-25
2717; Live 03/02- O que acontece em Manaus? Com a demógrafa Márcia Castro;2021-03-25
2718; Live 24/03/2021 - Quem é o responsável pela pandemia? - Com Deisy Ventura;2021-03-25
2719; RODRIGO MARQUES - PODIHHCAST - EP #23;2021-03-24
2720; OSCAR FILHO - PODIHHCAST #55;2021-03-24
2721; PANDEMIA, BBB E MANU GAVASSI com Renato Albani;2021-03-24
2722; Histórias de festas INACREDITÁVEIS e com muito álcool! | Que História É Essa, Porchat?;2021-03-24
2723; Padre Fabio passa por situação surreal em loja de decoração | Que História é essa, Porchat?;2021-03-24
2724; Manu Gavassi vive um dia de fã | Que História é essa, Porchat?;2021-03-24
2725; Amor de fã tem limite? | Que História é essa, Porchat?;2021-03-24
2726; Mais que 8 Minutos #044 (Emerson Ceará);2021-03-24
2727; Como ganhar dinheiro e fazer sucesso (na internet) (BAIT);2021-03-24
2728; BRUNA LOUISE - Inteligência Ltda. Podcast #096;2021-03-24
2729; JULIO COCIELO - Inteligência Ltda. Podcast #098;2021-03-24
2730;;2021-03-24
2731; NIZO NETO - Inteligência Ltda. Podcast #095;2021-03-24
2732; JULIO COCIELO - Inteligência Ltda. Podcast #098;2021-03-24
2733; 🔴 BBB21: UMA ESCOLHA DIFÍCIL? HOMOFÓBICO x ILUDIDA - Nunca Te Pedi Nada;2021-03-23
2734; COMO PARIS HILTON ENGANOU O MUNDO (LINHA DO TEMPO) | Foquinha FBI;2021-03-23
2735; THE WEEKND: ERA AFTER HOURS, REFERÊNCIAS, POLÊMICAS, INÍCIO DA CARREIRA... | Foquinha FBI;2021-03-23
2736;;2021-03-23
2737; SELENA GOMEZ: ENTENDA A ERA REVELACIÓN | Foquinha FBI;2021-03-23
2738; 2M DO CANAL: MOMENTOS VERGONHA ALHEIA, BAPHOS DOS BATIDORES, EVOLUÇÃO COMO JORNALISTA | Foquinha;2021-03-23
2739; Mês do Consumidor Shopee;2021-03-23
2740; REAGINDO ÀS MAIORES 'MUQUIRANICES' DO PROGRAMA 'MUQUIRANAS' | Diva Depressão;2021-03-23
2741; REAGINDO A 'O VESTIDO IDEAL': O MELHOR REALITY DE NOIVAS | Diva Depressão;2021-03-23
2742; GABRIELA PRIOLI - PROGRAMA EU FICO LOKO #72;2021-03-23
2743; FELIPE XAVIER (CHUCHU BELEZA) - Inteligência Ltda. Podcast #097;2021-03-23
2744; fresno, jade baraldo - sua alegria foi cancelada (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-23
2745; DEPRESSÃO E RELACIONAMENTO ABUSIVO - SUNAIKA BRUNA | CORTES DO GLOW;2021-03-23
2746; RODRIGO CAPELLA - PODIHHCAST #54;2021-03-23
2747; SHAWN E CAMILA: O QUE ROLA ENTRE ELES? ANÁLISE DE 2014 A 2019 | Foquinha FBI;2021-03-23
2748; SHAWN EM WONDER: MÚSICAS PRA CAMILA, SAÚDE MENTAL, EVOLUÇÃO | Foquinha FBI;2021-03-23
2749; NOVA ERA DE TAYLOR: EASTER EGGS, SIGNIFICADOS, EVOLUÇÃO | Foquinha FBI;2021-03-23
2750; POSITIONS: ARIANA OUSADA, EVOLUÇÃO, REFERÊNCIAS, PRÓXIMO ÁLBUM? | Foquinha FBI;2021-03-23
2751; EVOLUÇÃO DA DIVA POP: DE ARETHA FRANKLIN À ARIANA GRANDE (1950 - 2019) | Foquinha FBI;2021-03-23
2752; KATY PERRY: DA ERA PIN-UP AOS DOCES, EMPODERAMENTO E SAÚDE MENTAL DE SMILE | Foquinha FBI;2021-03-23
2753; BRITNEY SPEARS: BASTIDORES DE CLIPES E MOMENTOS ICÔNICOS | Foquinha;2021-03-23
2754; iPhone 12 Pro — Faça filmes de cinema;2021-03-23
2755; alanzoka jogando Pummel Party com os amigos na noitada;2021-03-23
2756; Red Dead Redemption 2 - Fotografando o Velho Oeste;2021-03-23
2757; Mafia: Definitive Edition - Bem-vindo a família!;2021-03-23
2758; Mais que 8 Minutos #043 (Rodrigo Teaser);2021-03-22
2759; QUAL O LIMITE DO RELACIONAMENTO? com Felipe Castanhari;2021-03-22
2760; BRUNA LOUISE - Inteligência Ltda. Podcast #096;2021-03-22
2761; assisti ao filme do Ted Bundy (a irresistível face do mal);2021-03-20
2762; Ted Bundy e a glamourização do serial killer;2021-03-20
2763; A TRAGÉDIA DA ILHA CLIPPERTON (#Pirula 347);2021-03-20
2764; 5 SINAIS DA FALSIDADE? (Linguagem Corporal - Metaforando);2021-03-20
2765; Humorista Carioca  se descontrolou? Raiva em excesso? (Análise de Linguagem Corporal Metaforando);2021-03-20
2766; POR QUE SONHAMOS;2021-03-20
2767; FORMAMOS um CASAL no TATY RESOLVE!;2021-03-20
2768; SPACE TODAY E NUNCA VI 1 CIENTISTA - Flow Podcast #330;2021-03-19
2769; alanzoka jogando Veneficium, jogo de terror;2021-03-19
2770; Mais que 8 Minutos #041 (Thiago Ventura);2021-03-19
2771; BOLSONARO DIVULGA CARTA QUE RECEBEU DE BIDEN, MAS SE DÁ MAL;2021-03-19
2772; COMPRAMOS O SOFÁ! - Ep.1487;2021-03-19
2773; LEON DECORADOR - Ep.1486;2021-03-19
2774; ELA QUER ENCHER A CASA DE PLANTA - Ep.1485;2021-03-19
2775; O MANÍACO DO ASPIRADOR DE PÓ! - Ep.1484;2021-03-19
2776; APOIE SUA ESPOSA! - Ep. 1483;2021-03-19
2777; DEMOS UM SUSTO NO AMIGO - EP. 1482;2021-03-19
2778; A VERDADE SOBRE A MÁSCARA: VOCÊ PRECISA USAR! - Ep.1481;2021-03-19
2779; E ESSA HISTÓRIA DO TRUMP BANIR O TIK TOK? - Ep.1477;2021-03-19
2780; QUEM SÃO SEUS ÍDOLOS?  - Ep.1453;2021-03-19
2781; LEON, O ANTI-COACH:TREINANDO VOCÊ PRA CAIR NA REAL  - Ep. 1413;2021-03-19
2782; SEU EMPREGO ESTÁ AMEAÇADO? TRABALHO DO FUTURO;2021-03-19
2783; KARDASHIANS PARTE 3: TRETA KIM VS. KOURTNEY, KENDALL CANCELADA, TRAIÇÃO DE TRISTAN | Foquinha FBI;2021-03-19
2784; ENTENDA CASO KANYE WEST: POLÊMICAS E SURTOS, BIPOLARIDADE, PRESIDÊNCIA DOS EUA | Foquinha FBI;2021-03-19
2785; FAMÍLIA REAL: POLÊMICAS, TEORIAS, ÍCONE LADY DI, RENÚNCIA DE HARRY E MEGHAN... | Foquinha FBI;2021-03-19
2786; MEGHAN E HARRY PÓS-FAMÍLIA REAL: ENTENDA A ENTREVISTA | Foquinha FBI;2021-03-19
2787; GRAMMY 2021: FUNK NO PALCO, BEYONCÉ RECORDISTA, ESTREIA DO HARRY | Foquinha;2021-03-19
2788; Falcão e o Soldado Invernal | Disney+;2021-03-19
2789; Poeira Estelar - Lucas Silveira (Fresno) | Salaquar;2021-03-19
2790; Cada Acidente;2021-03-19
2791; fresno - eu não sei lidar (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2792; fresno - we'll fight together (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2793; fresno - convicção (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2794; fresno - natureza caos (LYRIC VIDEO) - sua alegria foi cancelada;2021-03-19
2795; fresno, tuyo - cada acidente (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2796; fresno - de verdade (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2797; KEDNY SILVA - Inteligência Ltda. Podcast #094;2021-03-19
2798; fresno - quando eu caí (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2799; fresno - o arrocha mais triste do mundo (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2800; fresno, jade baraldo - sua alegria foi cancelada (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2801; fresno - isso não é um teste (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-03-19
2802; RAFINHA BASTOS - Flow Podcast #180;2021-03-19
2803; Mais que 8 Minutos #006 (Murilo Couto);2021-03-19
2804; Mais que 8 Minutos #033 (Afonso Padilha);2021-03-18
2805; Mais que 8 Minutos #041 (Thiago Ventura);2021-03-18
2806; JUNIOR CHICÓ - PODIHHCAST #51;2021-03-18
2807; CHRISTIAN FIGUEIREDO - PODIHHCAST #52;2021-03-18
2808; CIENTISTAS AVISAM: BRASIL VIVERÁ HECATOMBE ÉPICA;2021-03-18
2809; CONTRA A CLASSE C #meteoro.doc;2021-03-18
2810; REFLEXÕES SOBRE TRABALHO DOMÉSTICO;2021-03-18
2811; A LEI DO MAIS BEM-SUCEDIDO;2021-03-18
2812; PERDI DINHEIRO NO TESOURO DIRETO, E AGORA? | NATH FINANÇAS;2021-03-18
2813; TESOURO DIRETO AINDA VALE A PENA? | NATH FINANÇAS;2021-03-18
2814; MELHOR BANCO DIGITAL 2019 | NATH FINANÇAS;2021-03-18
2815; QUAL A MELHOR CORRETORA? | NATH FINANÇAS;2021-03-18
2816; Darkest Dungeon - A tocha mais!;2021-03-18
2817; O QUE É O BRASIL PARALELO;2021-03-18
2818; Novo Nissan Kicks. Ative sua atitude.;2021-03-18
2819; A MENTIRA DO ÁTILA?!;2021-03-18
2820; Travis Scott - BUTTERFLY EFFECT;2021-03-18
2821; No Role Modelz;2021-03-18
2822; Passionfruit;2021-03-18
2823; Love On The Brain;2021-03-18
2824; i love you;2021-03-18
2825; All I Want;2021-03-18
2826; Lord Huron - The Night We Met (Official Lyric Video);2021-03-18
2827; The Cinematic Orchestra - 'To Build A Home';2021-03-18
2828; Seafret - Loving You;2021-03-18
2829; Atlantis;2021-03-18
2830; Seafret - Oceans;2021-03-18
2831; The Lumineers - Ophelia;2021-03-18
2832; The Lumineers - Angela;2021-03-18
2833; The Lumineers - Cleopatra;2021-03-18
2834; alt-J (∆) Breezeblocks;2021-03-18
2835; The Smiths - There Is A Light That Never Goes Out;2021-03-18
2836; Foo Fighters - Best Of You (Official Music Video);2021-03-18
2837; Kings Of Leon - Sex on Fire (Official Video);2021-03-18
2838; Kings Of Leon - Use Somebody (Official Video);2021-03-18
2839; Snow Patrol - Chasing Cars (Official Video);2021-03-18
2840; Snow Patrol - Open Your Eyes (Official Video);2021-03-18
2841; The Lumineers - Ho Hey (Official Video);2021-03-18
2842; The Lumineers - Sleep On The Floor (Official Video);2021-03-18
2843; Lana Del Rey - Born To Die (Official Music Video);2021-03-18
2844; Tove Lo - Habits (Stay High) - Hippie Sabotage Remix;2021-03-18
2845; Flume - Never Be Like You feat. Kai;2021-03-18
2846; Me Desculpa Jay Z;2021-03-18
2847; Billie Eilish - everything i wanted (Audio);2021-03-18
2848; Billie Eilish - Therefore I Am (Official Music Video);2021-03-18
2849; Billie Eilish - bury a friend;2021-03-18
2850; Charlie Brown Jr - Me encontra & Dias de Luta, Dias de Glória (ao vivo);2021-03-18
2851; Pitty - Teto de Vidro (Ao Vivo) | Matriz Ao Vivo na Bahia;2021-03-18
2852;" Fresno - ""Manifesto"" - ONErpm Sky Sessions";2021-03-18
2853;" ""Horizontes"" - Gloria (Part. Lucas Silveira) - Videoclipe Oficial";2021-03-18
2854; Fresno - Sutjeska / Farol (CLIPE OFICIAL) (HD);2021-03-18
2855; Fresno - Infância (Ao Vivo);2021-03-18
2856; Alucinacao;2021-03-18
2857; A HISTÓRIA DO VIZINHO CAG40 | Cortes do Venus;2021-03-18
2858; ESSA HISTÓRIA É MARAVILHOSA | Cortes do Venus;2021-03-18
2859; GASTEI 300 MIL DOLARES SEM DÓ | Cortes do Venus;2021-03-18
2860; MULHER GUERREIRA- STAND UP;2021-03-18
2861; TÉRMINO DA CRISS PAIVA | Cortes do Flow;2021-03-18
2862; Mais que 8 Minutos #011 (Lucas Inutilismo);2021-03-18
2863; ESTOU OBCECADO;2021-03-18
2864; JÁ GANHEI 1 MILHÃO DE DÓLARES ONLINE | Cortes do Flow;2021-03-18
2865; O Fenômeno NFT;2021-03-18
2866; NINJA (DOUGLAS VIEGAS) - Inteligência Ltda. Podcast #092;2021-03-18
2867; LUCAS INUTILISMO - Podpah #05;2021-03-18
2868; VITOR METAFORANDO | Coisa Nossa Show;2021-03-18
2869; COMÉDIA NO BRASIL É MACHISTA! Com Bruna Louise;2021-03-18
2870; Mais que 8 Minutos #042 (Lucas Silveira);2021-03-18
2871; 🔴 BBB21: REAGE CARLA! É O FIM DE SARAH E GIL? AO VIVO - Nunca Te Pedi Nada;2021-03-17
2872; CIÚMES - Redução de Danos | #Podcast Ep. 3;2021-03-17
2873; RELACIONAMENTO FRÁGIL  - Redução de Danos | Ep 01;2021-03-17
2874; PORQUE NÃO TER FILHOS - Podcast Redução de Danos | Ep #12;2021-03-17
2875; COMO RESOLVER PROBLEMAS MATERNOS com ELAINNE OURIVES!;2021-03-17
2876; Redução de Danos | Geração Canguru - Ep 02 Temp 02;2021-03-17
2877; METEORO ENTREVISTA - JOÃO GORDO;2021-03-17
2878; O LADRÃO DA VILA: TEOLOGIA;2021-03-17
2879; VOCÊ;2021-03-17
2880; Vem pra Cá com Novex e Jojo;2021-03-17
2881; NINJA (DOUGLAS VIEGAS) - Inteligência Ltda. Podcast #092;2021-03-17
2882; NÃO PODE CHAMAR O PRESIDENTE DE QUE??? 🤔🤔🤔;2021-03-17
2883; O QUE A GENTE PENSA SOBRE O CASO DO FELIPE NETO - Ep.1527;2021-03-17
2884; QuarentEMO3 - AO VIVO - Live de despedida do 'Sua Alegria Foi Cancelada';2021-03-17
